pair,rho_used,p_used,rho_all,n_used,top25_overlap
bootstrap,-0.16642284215816336,0.003450213394743802,0.15391807883082673,307,8
bootstrap,-0.2518287594017414,9.115601705700798e-06,0.11182383076207332,303,10
bootstrap,-0.15283689872045758,0.007398251781039698,0.1769205767976259,306,11
bootstrap,-0.24072603507418708,1.616064364816885e-05,0.056116411383005396,314,10
bootstrap,-0.20771930268915728,0.00025348003032489867,0.14087686456480963,306,7
bootstrap,-0.20809255398650928,0.00021944630198075487,0.1160071965609508,311,8
bootstrap,-0.2004413629696104,0.0004099146146942195,0.14936855504127647,307,10
bootstrap,-0.26105667673427546,4.268873329766687e-06,0.11698779536075773,302,7
bootstrap,-0.14371645872612382,0.012268317578666733,0.19462977643298587,303,12
bootstrap,-0.2594714735574568,4.238458103691164e-06,0.11462538307870926,306,7
bootstrap,-0.23088541686064631,4.684811244415878e-05,0.12733716464220113,305,6
bootstrap,-0.2960244200093614,1.3856903408443144e-07,0.07119834154397964,305,9
bootstrap,-0.16376996837926322,0.004072400677998018,0.17247893708737522,306,7
bootstrap,-0.2683099885027654,2.072920518306475e-06,0.09052234703136763,304,7
bootstrap,-0.2569567256465472,6.31586748776189e-06,0.1384187972564723,301,4
bootstrap,-0.1466017114503115,0.010614119670761419,0.1832743793103382,303,11
bootstrap,-0.1694754386184422,0.0028469127501818538,0.16216951018552844,308,7
bootstrap,-0.22175933835935677,9.395432119484008e-05,0.12283790044825361,305,6
bootstrap,-0.26718663905014806,1.1037565352183879e-06,0.0288458895106507,323,6
bootstrap,-0.25388682465838763,5.594558176216081e-06,0.0995086811898804,312,7
bootstrap,-0.17753820779432125,0.0018224097592954456,0.15099912163845486,306,8
bootstrap,-0.05955033722734584,0.29751389850523596,0.23353613230785958,308,10
bootstrap,-0.14329196028784003,0.012529962612552941,0.18234425817586947,303,10
bootstrap,-0.26267300877962246,3.0739620727578736e-06,0.12586810758924574,307,5
bootstrap,-0.17359319312094948,0.002347328756580285,0.1811534096974344,305,8
bootstrap,-0.16016869252287136,0.004374232591346482,0.15061371318643,315,11
bootstrap,-0.15409021197038833,0.006921585704018203,0.17134348201231214,306,10
bootstrap,-0.14460121431551842,0.009706103317811004,0.13553106723041383,319,11
bootstrap,-0.21146153064672543,0.000199217891909078,0.1430724500808316,305,6
bootstrap,-0.1505383448896376,0.0076336227407990025,0.16137337603828789,313,8
bootstrap,-0.28046583940243874,7.604133508157318e-07,0.11863008597870756,301,7
bootstrap,-0.3328218965311242,1.3862542901378287e-09,0.0350155306218879,315,7
bootstrap,-0.18058631345244094,0.0015130888304160383,0.16634491996337442,306,11
bootstrap,-0.12640599631187868,0.02509228445514725,0.16926429697406536,314,7
bootstrap,-0.17530671210721582,0.0019145025761058102,0.13548412754866945,311,10
bootstrap,-0.18095759954685758,0.001280049596809831,0.1373539084376924,314,11
bootstrap,-0.22712722151269915,5.148042030749879e-05,0.10435142480309051,312,8
bootstrap,-0.2595087675402498,4.71180921370171e-06,0.10060036775250297,303,9
bootstrap,-0.3562390430520602,7.929096576543354e-11,0.015310122956317871,314,3
bootstrap,-0.19812698636300652,0.00047944843310901615,0.1352050717961339,307,9
bootstrap,-0.25681273695427115,4.477686389474905e-06,0.09429837512587243,311,8
bootstrap,-0.23624913327200417,3.6819653485471866e-05,0.1466203552884089,299,6
bootstrap,-0.2229922430035368,6.198482421956797e-05,0.07953890526282129,317,9
bootstrap,-0.1847725061139385,0.001003698552320804,0.1116275960105101,314,10
bootstrap,-0.16397283607354868,0.003848923618649334,0.17603351944257917,309,5
bootstrap,-0.08541165873236758,0.13285623381219558,0.20549140451711148,311,11
bootstrap,-0.13938819267558408,0.012989009678080707,0.1639739811345794,317,8
bootstrap,-0.19298135694136845,0.0005618403565125343,0.11143033137900539,316,9
bootstrap,-0.09767845863954411,0.08446942176335735,0.1984519168870555,313,8
bootstrap,-0.22323059907380569,9.125734864088904e-05,0.14707199353941885,302,6
